order_id,customer_id,order_date,order_status,product_ordered,quantity_ordered,product_cost,order_total,shipping_address
ORD542,CUST52,6/11/2024,Delivered,RetroRevive Vintage Record Player,2,41,106.6,Indianapolis
ORD543,CUST78,7/12/2021,Delivered,PowerPulse Fitness Tracker,14,109,1983.8,Garden Grove
ORD544,CUST23,30-12-2024,Delivered,ElectroGlow Tech Headphones,21,52,1419.6,Baltimore
ORD545,CUST80,11/5/2020,Shipped,GlowGlow Hydrating Face Mask,23,117,3498.3,Irving
ORD546,CUST10,31-10-2022,Delivered,TrendTide Distressed Jeans,21,67,1829.1,New Orleans
ORD547,CUST41,1/6/2021,Shipped,UrbanVibe Industrial Floor Lamp,25,82,2665,Orange
ORD548,CUST9,27-10-2020,Shipped,GlowGlow Lip Plumping Gloss,12,98,1528.8,Rochester
ORD549,CUST74,22-07-2023,Shipped,SportStrike Boxing Gloves,19,31,765.7,New Orleans
ORD550,CUST93,26-10-2021,Pending,SportSwift Running Shoes,1,96,124.8,Long Beach
ORD551,CUST61,3/6/2023,Cancelled,PowerPulse Wireless Charging Pad,25,35,1137.5,Lexington
ORD552,CUST46,7/3/2022,Delivered,CozyCurl Knit Throw Pillow,19,78,1926.6,Rochester
ORD553,CUST25,4/1/2020,Shipped,TechTrend Smart Watch,6,73,569.4,Frankfort
ORD554,CUST58,13-07-2020,Shipped,EcoElegance Bamboo Cutting Board,22,93,2659.8,Washington
ORD555,CUST70,24-01-2023,Delivered,FitFlex Resistance Bands Set,17,19,419.9,Nashville
ORD556,CUST69,1/1/2021,Pending,EcoEssence Solar Powered Lantern,8,22,228.8,Garden Grove
ORD557,CUST100,19-12-2020,Pending,EcoEco Stainless Steel Water Bottle,3,76,296.4,Brooklyn
ORD558,CUST8,23-06-2021,Delivered,GlowGlow Exfoliating Body Scrub,10,86,1118,Amarillo
ORD559,CUST28,22-10-2020,Delivered,TrendTide Utility Jacket,2,95,247,Raleigh
ORD560,CUST63,30-05-2024,Delivered,ModernMingle Geometric Throw Pillow,4,101,525.2,Charlotte
ORD561,CUST54,13-05-2023,Delivered,GlowGlow Exfoliating Body Scrub,7,64,582.4,Tucson
ORD562,CUST31,22-05-2021,Pending,SportSwift Running Shoes,22,37,1058.2,Tampa
ORD563,CUST50,2/8/2023,Delivered,GlowGuru Facial Cleansing Brush,10,111,1443,Boston
ORD564,CUST4,1/4/2022,Delivered,SmartStream Smart TV,0,5,0,Odessa
ORD565,CUST97,16-04-2024,Shipped,SportStrike Boxing Gloves,4,117,608.4,Seattle
ORD566,CUST27,12/7/2022,Pending,SportPro Agility Ladder,4,69,358.8,Saint Louis
ORD567,CUST41,16-01-2022,Shipped,UrbanVibe Industrial Floor Lamp,17,102,2254.2,Orange
ORD568,CUST56,27-03-2020,Cancelled,SmartSync Smart Doorbell,5,87,565.5,Boynton Beach
ORD569,CUST62,12/7/2021,Delivered,GlowGlow Nourishing Hair Mask,11,84,1201.2,Wilkes Barre
ORD570,CUST72,16-08-2020,Delivered,GlowGlow Illuminating Body Oil,2,34,88.4,Corpus Christi
ORD571,CUST35,24-12-2024,Pending,TrendTide Distressed Jeans,4,33,171.6,Young America
ORD572,CUST86,11/5/2020,Delivered,TechTrend Wireless Earbuds,24,111,3463.2,Detroit
ORD573,CUST98,13-06-2020,Cancelled,EcoEssence Solar Powered Lantern,16,114,2371.2,London
ORD574,CUST44,15-05-2020,Cancelled,FitFlex Yoga Mat,20,12,312,Baltimore
ORD575,CUST76,7/7/2021,Delivered,CozyCurl Faux Fur Throw Blanket,16,61,1268.8,Fargo
ORD576,CUST73,22-01-2020,Shipped,EcoBloom Sustainable Plant Stand,10,8,104,Everett
ORD577,CUST14,27-03-2024,Delivered,CozyChic Knit Sweater,24,79,2464.8,Jamaica
ORD578,CUST84,8/6/2023,Delivered,UrbanVibe Mid-Century Modern Chair,24,82,2558.4,Pinellas Park
ORD579,CUST25,9/10/2021,Shipped,PowerPulse Wireless Charging Pad,9,101,1181.7,Frankfort
ORD580,CUST67,29-03-2024,Pending,SportSprint Speed Jump Rope,13,18,304.2,Corona
ORD581,CUST23,9/7/2021,Delivered,ChicCharm Midi Skirt,23,98,2930.2,Baltimore
ORD582,CUST15,27-07-2021,Shipped,UrbanEdge Denim Jacket,24,115,3588,New Hyde Park
ORD583,CUST70,23-07-2024,Pending,TrendTide Graphic Tee,5,13,84.5,Nashville
ORD584,CUST82,10/6/2024,Delivered,SmartSync Smart Thermostat,15,120,2340,Richmond
ORD585,CUST92,19-04-2023,Delivered,ChicCharm Midi Dress,22,7,200.2,Spokane
ORD586,CUST66,18-04-2021,Delivered,GlowGlam Radiant Face Serum,3,97,378.3,Charleston
ORD587,CUST71,26-05-2021,Delivered,ModernMingle Abstract Canvas Art,15,62,1209,El Paso
ORD588,CUST45,25-06-2020,Delivered,CozyCurl Knit Throw Pillow,5,80,520,Greenville
ORD589,CUST48,7/9/2024,Pending,TechTrend Bluetooth Speaker,14,18,327.6,San Jose
ORD590,CUST54,28-06-2023,Delivered,EcoEco Stainless Steel Water Bottle,3,28,109.2,Tucson
ORD591,CUST32,1/12/2021,Delivered,UrbanEdge Denim Jacket,5,67,435.5,San Francisco
ORD592,CUST55,19-08-2023,Delivered,TrendTide Utility Jacket,8,90,936,Dallas
ORD593,CUST6,17-03-2022,Delivered,RetroRevive Vintage Record Player,18,114,2667.6,Honolulu
ORD594,CUST62,6/4/2020,Delivered,GlowGlow Hydrating Face Mask,24,58,1809.6,Wilkes Barre
ORD595,CUST37,19-11-2023,Cancelled,GlowGuru Facial Cleansing Brush,8,89,925.6,Elmira
ORD596,CUST28,8/7/2021,Delivered,GlowGlow Exfoliating Body Scrub,12,116,1809.6,Raleigh
ORD597,CUST58,19-11-2021,Delivered,CozyChic Knit Sweater,24,47,1466.4,Washington
ORD598,CUST48,25-09-2020,Delivered,SportStrike Boxing Gloves,8,64,665.6,San Jose
ORD599,CUST22,11/1/2020,Pending,SportSprint Resistance Bands,13,119,2011.1,Greensboro
ORD600,CUST67,11/5/2024,Shipped,GlowGlow Nourishing Hair Mask,21,101,2757.3,Corona
ORD601,CUST80,12/10/2020,Shipped,FitFlex Yoga Mat,18,6,140.4,Irving
ORD602,CUST2,26-01-2021,Pending,RusticRoots Farmhouse Wall Shelf,16,97,2017.6,Cincinnati
ORD603,CUST42,10/3/2020,Cancelled,ModernMingle Geometric Throw Pillow,2,41,106.6,Sacramento
ORD604,CUST33,18-07-2022,Delivered,GlowGlam Radiant Face Serum,18,99,2316.6,Pasadena
ORD605,CUST82,3/8/2022,Delivered,TechTrend Smart Watch,7,9,81.9,Richmond
ORD606,CUST75,11/7/2023,Pending,EcoEssence Solar Powered Lantern,4,54,280.8,Sacramento
ORD607,CUST98,8/12/2022,Delivered,ChicCharm Midi Skirt,17,51,1127.1,London
ORD608,CUST81,27-07-2024,Pending,RusticRoots Farmhouse Wall Clock,21,99,2702.7,Springfield
ORD609,CUST20,16-04-2024,Shipped,UrbanVibe Mid-Century Modern Chair,6,76,592.8,New Orleans
ORD610,CUST74,12/7/2021,Pending,SportSwift Running Shoes,9,66,772.2,New Orleans
ORD611,CUST14,22-02-2021,Delivered,GlowGlow Illuminating Body Oil,2,56,145.6,Jamaica
ORD612,CUST100,30-08-2021,Delivered,SmartSync Smart Doorbell,0,52,0,Brooklyn
ORD613,CUST44,15-09-2020,Cancelled,FitFlex Resistance Bands Set,18,112,2620.8,Baltimore
ORD614,CUST7,31-10-2023,Delivered,ChicChill Cashmere Scarf,6,91,709.8,Apache Junction
ORD615,CUST49,19-08-2022,Shipped,TrendTide Distressed Jeans,13,45,760.5,Madison
ORD616,CUST88,13-08-2023,Delivered,CozyCurl Faux Fur Throw Blanket,6,78,608.4,Las Vegas
ORD617,CUST36,4/4/2020,Shipped,EcoElegance Bamboo Cutting Board,9,93,1088.1,Cleveland
ORD618,CUST23,9/3/2023,Delivered,ElectroGlow Tech Headphones,5,101,656.5,Baltimore
ORD619,CUST91,10/9/2022,Delivered,TechTrend Bluetooth Speaker,23,72,2152.8,Merrifield
ORD620,CUST26,12/8/2021,Delivered,ModernMingle Abstract Canvas Art,20,100,2600,Boston
ORD621,CUST27,11/11/2024,Cancelled,EcoEssence Solar Powered Lantern,0,13,0,Saint Louis
ORD622,CUST6,14-03-2021,Delivered,SmartSync Smart Home Hub,21,47,1283.1,Honolulu
ORD623,CUST7,21-06-2024,Delivered,ModernMingle Abstract Canvas Art,16,105,2184,Apache Junction
ORD624,CUST60,9/7/2020,Delivered,ChicChill Cashmere Scarf,11,92,1315.6,Alexandria
ORD625,CUST92,5/1/2023,Pending,TrendTide Utility Jacket,20,101,2626,Spokane
ORD626,CUST34,30-01-2022,Shipped,ChicCharm Midi Dress,25,92,2990,Richmond
ORD627,CUST78,28-03-2023,Cancelled,TechTrend Smart Watch,12,38,592.8,Garden Grove
ORD628,CUST68,26-03-2020,Delivered,RusticCharm Wooden Wall Art,5,31,201.5,Iowa City
ORD629,CUST3,4/1/2020,Shipped,CozyCurl Knit Throw Pillow,12,40,624,Long Beach
ORD630,CUST16,18-02-2021,Cancelled,TrendTide Graphic Tee,9,98,1146.6,Oklahoma City
ORD631,CUST25,13-12-2023,Cancelled,GlowGlow Exfoliating Body Scrub,21,67,1829.1,Frankfort
ORD632,CUST47,6/11/2023,Delivered,SmartSync Smart Thermostat,4,111,577.2,Washington
ORD633,CUST61,22-10-2024,Shipped,GlowGlow Illuminating Body Oil,18,58,1357.2,Lexington
ORD634,CUST89,17-04-2020,Delivered,TrendTide Distressed Jeans,2,89,231.4,Englewood
ORD635,CUST13,7/5/2021,Delivered,EcoElegance Bamboo Cutting Board,4,36,187.2,Salt Lake City
ORD636,CUST82,3/11/2021,Delivered,CozyChic Knit Sweater,1,67,87.1,Richmond
ORD637,CUST72,29-11-2022,Delivered,FitFlex Yoga Mat,10,11,143,Corpus Christi
ORD638,CUST19,21-01-2024,Delivered,SportSprint Resistance Bands,17,50,1105,Tampa
ORD639,CUST2,2/2/2024,Cancelled,EcoEco Reusable Shopping Bag,20,86,2236,Cincinnati
ORD640,CUST29,8/6/2021,Delivered,GlowGuru Facial Cleansing Brush,19,94,2321.8,Columbus
ORD641,CUST18,28-09-2022,Shipped,GlowGlam Radiant Face Serum,16,103,2142.4,Washington
ORD642,CUST8,23-02-2023,Cancelled,GlowGlow Hydrating Face Mask,7,93,846.3,Amarillo
ORD643,CUST24,13-11-2021,Cancelled,SportPro Agility Ladder,22,80,2288,Dayton
ORD644,CUST52,13-02-2022,Delivered,UrbanEdge Denim Jacket,2,101,262.6,Indianapolis
ORD645,CUST43,31-10-2020,Shipped,GlowGlow Nourishing Hair Mask,19,106,2618.2,Saint Louis
ORD646,CUST46,12/2/2022,Pending,EcoBloom Sustainable Plant Stand,20,20,520,Rochester
ORD647,CUST5,22-05-2024,Cancelled,UrbanVibe Mid-Century Modern Chair,23,13,388.7,Springfield
ORD648,CUST45,1/10/2022,Shipped,SportSprint Speed Jump Rope,23,15,448.5,Greenville
ORD649,CUST48,18-08-2020,Shipped,PowerPulse Portable Power Bank,12,34,530.4,San Jose
ORD650,CUST63,12/10/2023,Delivered,GlowGlow Lip Plumping Gloss,14,103,1874.6,Charlotte
ORD651,CUST30,3/1/2023,Pending,UrbanVibe Industrial Floor Lamp,14,116,2111.2,Corpus Christi
ORD652,CUST41,16-07-2021,Cancelled,EcoEco Stainless Steel Water Bottle,8,28,291.2,Orange
ORD653,CUST72,9/7/2023,Shipped,SportPro Agility Ladder,20,94,2444,Corpus Christi
ORD654,CUST60,17-06-2023,Shipped,SportStrike Boxing Gloves,24,48,1497.6,Alexandria
ORD655,CUST69,1/2/2020,Delivered,CozyChic Knit Sweater,22,85,2431,Garden Grove
ORD656,CUST77,8/2/2023,Pending,RetroRevive Vintage Record Player,11,86,1229.8,Corpus Christi
ORD657,CUST93,10/10/2024,Cancelled,GlowGlam Radiant Face Serum,24,11,343.2,Long Beach
ORD658,CUST11,28-12-2021,Delivered,SmartSync Smart Home Hub,9,31,362.7,Sacramento
ORD659,CUST85,9/2/2022,Delivered,SportSprint Speed Jump Rope,22,101,2888.6,Greensboro
ORD660,CUST24,30-01-2023,Delivered,SportSwift Running Shoes,3,5,19.5,Dayton
ORD661,CUST64,6/8/2020,Shipped,TechTrend Wireless Earbuds,25,84,2730,Salt Lake City
ORD662,CUST39,16-08-2022,Shipped,GlowGuru Facial Cleansing Brush,1,90,117,Lakeland
ORD663,CUST70,18-06-2020,Shipped,EcoEssence Solar Powered Lantern,14,8,145.6,Nashville
ORD664,CUST66,13-07-2022,Delivered,RusticRoots Farmhouse Wall Clock,3,16,62.4,Charleston
ORD665,CUST53,31-10-2024,Delivered,ChicCharm Midi Skirt,1,79,102.7,Birmingham
ORD666,CUST27,24-08-2024,Cancelled,TrendTide Graphic Tee,16,78,1622.4,Saint Louis
ORD667,CUST80,20-09-2021,Delivered,ChicChill Cashmere Scarf,7,97,882.7,Irving
ORD668,CUST50,29-03-2021,Delivered,CozyCurl Knit Throw Pillow,9,60,702,Boston
ORD669,CUST14,3/2/2023,Delivered,RusticCharm Wooden Wall Art,18,69,1614.6,Jamaica
ORD670,CUST88,18-12-2024,Shipped,GlowGoddess Highlighter Palette,6,107,834.6,Las Vegas
ORD671,CUST31,14-08-2021,Shipped,SportSprint Resistance Bands,15,30,585,Tampa
ORD672,CUST56,24-05-2024,Delivered,ElectroGlow Tech Headphones,5,24,156,Boynton Beach
ORD673,CUST73,4/8/2023,Shipped,CozyCurl Faux Fur Throw Blanket,24,63,1965.6,Everett
ORD674,CUST13,11/6/2022,Shipped,FitFlex Yoga Mat,14,112,2038.4,Salt Lake City
ORD675,CUST28,24-10-2022,Delivered,PowerPulse Fitness Tracker,14,67,1219.4,Raleigh
ORD676,CUST38,22-11-2024,Pending,SmartSync Smart Thermostat,11,13,185.9,Joliet
ORD677,CUST6,18-04-2020,Pending,GlowGlow Exfoliating Body Scrub,5,71,461.5,Honolulu
ORD678,CUST17,7/5/2023,Delivered,EcoBloom Sustainable Plant Stand,13,48,811.2,Boynton Beach
ORD679,CUST22,10/8/2020,Pending,TechTrend Smart Watch,12,49,764.4,Greensboro
ORD680,CUST43,20-01-2020,Delivered,TrendTide Distressed Jeans,0,14,0,Saint Louis
ORD681,CUST9,27-10-2024,Delivered,GlowGlow Hydrating Face Mask,18,95,2223,Rochester
ORD682,CUST15,16-04-2020,Delivered,PowerPulse Wireless Charging Pad,17,36,795.6,New Hyde Park
ORD683,CUST30,3/5/2020,Delivered,EcoEssence Solar Powered Lantern,12,43,670.8,Corpus Christi
ORD684,CUST96,5/5/2020,Pending,SmartSync Smart Doorbell,21,85,2320.5,Tacoma
ORD685,CUST81,10/5/2023,Delivered,PowerPulse Wireless Charging Pad,18,63,1474.2,Springfield
ORD686,CUST92,10/7/2022,Shipped,EcoBloom Sustainable Plant Stand,15,39,760.5,Spokane
ORD687,CUST47,29-07-2023,Pending,TrendTide Distressed Jeans,2,13,33.8,Washington
ORD688,CUST20,13-07-2024,Delivered,SmartSync Smart Home Hub,25,75,2437.5,New Orleans
ORD689,CUST50,18-07-2021,Cancelled,GlowGoddess Highlighter Palette,2,7,18.2,Boston
ORD690,CUST27,29-06-2022,Cancelled,CozyCurl Knit Throw Pillow,7,15,136.5,Saint Louis
ORD691,CUST10,11/4/2024,Delivered,PowerPulse Portable Power Bank,3,74,288.6,New Orleans
ORD692,CUST16,26-08-2024,Shipped,TechTrend Bluetooth Speaker,24,52,1622.4,Oklahoma City
ORD693,CUST5,17-03-2021,Delivered,ChicChill Cashmere Scarf,9,65,760.5,Springfield
ORD694,CUST90,21-03-2022,Delivered,ChicCharm Midi Dress,14,33,600.6,Peoria
ORD695,CUST21,1/10/2020,Cancelled,RusticRoots Farmhouse Wall Shelf,0,32,0,Wichita
ORD696,CUST42,12/7/2022,Delivered,PowerPulse Fitness Tracker,25,69,2242.5,Sacramento
ORD697,CUST59,13-10-2024,Delivered,UrbanEdge Denim Jacket,25,66,2145,San Francisco
ORD698,CUST17,16-02-2022,Shipped,SportPro Agility Ladder,15,47,916.5,Boynton Beach
ORD699,CUST13,15-07-2022,Pending,GlowGlow Illuminating Body Oil,2,13,33.8,Salt Lake City
ORD700,CUST78,26-03-2021,Cancelled,FitFlex Yoga Mat,16,68,1414.4,Garden Grove
ORD701,CUST54,18-12-2020,Delivered,SportSwift Running Shoes,10,37,481,Tucson
ORD702,CUST46,18-06-2020,Shipped,SportSprint Resistance Bands,18,97,2269.8,Rochester
ORD703,CUST80,30-07-2024,Shipped,TechTrend Smart Watch,5,39,253.5,Irving
ORD704,CUST29,2/1/2024,Pending,GlowGlam Radiant Face Serum,4,48,249.6,Columbus
ORD705,CUST89,16-05-2022,Pending,EcoEco Reusable Shopping Bag,6,28,218.4,Englewood
ORD706,CUST70,9/4/2020,Delivered,EcoElegance Bamboo Cutting Board,25,13,422.5,Nashville
ORD707,CUST77,27-04-2020,Pending,EcoEco Stainless Steel Water Bottle,17,34,751.4,Corpus Christi
ORD708,CUST37,5/3/2022,Delivered,RusticRoots Farmhouse Wall Clock,1,28,36.4,Elmira
ORD709,CUST69,25-10-2023,Delivered,TrendTide Utility Jacket,13,76,1284.4,Garden Grove
ORD710,CUST74,17-04-2021,Shipped,ChicCharm Midi Skirt,18,24,561.6,New Orleans
ORD711,CUST65,28-07-2024,Shipped,SportSprint Speed Jump Rope,0,84,0,Tampa
ORD712,CUST57,7/6/2022,Pending,TrendTide Graphic Tee,7,20,182,New Orleans
ORD713,CUST98,1/3/2022,Pending,CozyChic Knit Sweater,16,99,2059.2,London
ORD714,CUST21,16-05-2020,Delivered,CozyCurl Faux Fur Throw Blanket,23,85,2541.5,Wichita
ORD715,CUST54,21-06-2020,Delivered,GlowGlam Radiant Face Serum,3,91,354.9,Tucson
ORD716,CUST70,21-06-2021,Pending,GlowGlow Lip Plumping Gloss,17,34,751.4,Nashville
ORD717,CUST71,18-08-2024,Cancelled,FitFlex Resistance Bands Set,8,8,83.2,El Paso
ORD718,CUST84,2/10/2024,Cancelled,GlowGlow Nourishing Hair Mask,4,117,608.4,Pinellas Park
ORD719,CUST51,14-09-2023,Delivered,ChicCharm Midi Skirt,1,95,123.5,Albany
ORD720,CUST3,26-10-2022,Delivered,SportPro Agility Ladder,6,96,748.8,Long Beach
ORD721,CUST14,13-09-2020,Shipped,TrendTide Graphic Tee,1,99,128.7,Jamaica
ORD722,CUST79,5/3/2021,Shipped,ModernMingle Geometric Throw Pillow,18,60,1404,Kansas City
ORD723,CUST77,13-03-2024,Delivered,ChicChill Cashmere Scarf,14,79,1437.8,Corpus Christi
ORD724,CUST99,2/2/2022,Shipped,SportSprint Resistance Bands,8,34,353.6,Winston Salem
ORD725,CUST52,30-11-2020,Pending,EcoEssence Solar Powered Lantern,14,85,1547,Indianapolis
ORD726,CUST63,18-04-2022,Delivered,EcoElegance Bamboo Cutting Board,19,54,1333.8,Charlotte
ORD727,CUST68,4/6/2023,Delivered,TrendTide Utility Jacket,14,14,254.8,Iowa City
ORD728,CUST88,27-05-2021,Delivered,RusticRoots Farmhouse Wall Shelf,6,18,140.4,Las Vegas
ORD729,CUST83,30-10-2021,Pending,TechTrend Bluetooth Speaker,1,71,92.3,North Las Vegas
ORD730,CUST81,7/11/2022,Delivered,TechTrend Wireless Earbuds,0,27,0,Springfield
ORD731,CUST33,21-03-2020,Pending,GlowGlow Illuminating Body Oil,12,27,421.2,Pasadena
ORD732,CUST6,27-03-2023,Shipped,ChicCharm Midi Dress,10,110,1430,Honolulu
ORD733,CUST98,24-06-2022,Delivered,SportSwift Running Shoes,10,100,1300,London
ORD734,CUST7,8/2/2020,Pending,UrbanVibe Mid-Century Modern Chair,12,79,1232.4,Apache Junction
ORD735,CUST60,27-03-2021,Delivered,RetroRevive Vintage Record Player,3,82,319.8,Alexandria
ORD736,CUST62,23-11-2021,Pending,SmartSync Smart Thermostat,0,54,0,Wilkes Barre
ORD737,CUST22,4/2/2020,Shipped,PowerPulse Portable Charger,13,43,726.7,Greensboro
ORD738,CUST26,31-10-2023,Delivered,EcoEco Reusable Shopping Bag,23,9,269.1,Boston
ORD739,CUST69,26-12-2020,Delivered,EcoBloom Sustainable Plant Stand,0,5,0,Garden Grove
ORD740,CUST96,1/12/2023,Cancelled,SportStrike Boxing Gloves,1,60,78,Tacoma
ORD741,CUST16,8/9/2024,Delivered,CozyCurl Knit Throw Pillow,25,68,2210,Oklahoma City
ORD742,CUST28,19-05-2024,Delivered,UrbanVibe Industrial Floor Lamp,1,98,127.4,Raleigh
ORD743,CUST39,14-10-2023,Delivered,SportSprint Speed Jump Rope,5,120,780,Lakeland
ORD744,CUST100,28-03-2022,Delivered,TrendTide Distressed Jeans,24,36,1123.2,Brooklyn
ORD745,CUST44,4/6/2021,Cancelled,UrbanEdge Denim Jacket,7,88,800.8,Baltimore
ORD746,CUST89,24-07-2021,Shipped,SmartSync Smart Thermostat,1,80,104,Englewood
ORD747,CUST26,5/11/2023,Delivered,CozyCurl Knit Throw Pillow,25,9,292.5,Boston
ORD748,CUST25,1/12/2022,Delivered,TechTrend Smart Watch,10,102,1326,Frankfort
ORD749,CUST11,17-03-2021,Pending,EcoBloom Sustainable Plant Stand,25,86,2795,Sacramento
ORD750,CUST57,21-02-2024,Cancelled,TechTrend Bluetooth Speaker,7,28,254.8,New Orleans
ORD751,CUST69,18-10-2024,Shipped,SportSprint Speed Jump Rope,21,80,2184,Garden Grove
ORD752,CUST65,21-08-2020,Shipped,SportSwift Running Shoes,5,37,240.5,Tampa
ORD753,CUST60,21-05-2023,Shipped,GlowGlam Radiant Face Serum,0,68,0,Alexandria
ORD754,CUST18,16-09-2021,Delivered,UrbanVibe Mid-Century Modern Chair,11,72,1029.6,Washington
ORD755,CUST78,1/9/2022,Delivered,SmartSync Smart Doorbell,1,65,84.5,Garden Grove
ORD756,CUST86,9/3/2023,Delivered,SmartSync Smart Home Hub,24,9,280.8,Detroit
ORD757,CUST29,2/3/2024,Shipped,TrendTide Distressed Jeans,7,110,1001,Columbus
ORD758,CUST80,22-03-2022,Delivered,ChicChill Cashmere Scarf,24,98,3057.6,Irving
ORD759,CUST16,30-07-2024,Delivered,FitFlex Resistance Bands Set,1,44,57.2,Oklahoma City
ORD760,CUST59,1/10/2023,Pending,UrbanVibe Industrial Floor Lamp,4,92,478.4,San Francisco
ORD761,CUST32,2/3/2020,Pending,RusticCharm Wooden Wall Art,18,43,1006.2,San Francisco
ORD762,CUST33,24-07-2020,Delivered,CozyChic Knit Sweater,0,54,0,Pasadena
ORD763,CUST67,15-03-2022,Pending,SportStrike Boxing Gloves,9,6,70.2,Corona
ORD764,CUST23,7/12/2024,Pending,RusticRoots Farmhouse Wall Shelf,22,47,1344.2,Baltimore
ORD765,CUST53,2/8/2020,Shipped,FitFlex Yoga Mat,9,96,1123.2,Birmingham
ORD766,CUST84,16-05-2023,Delivered,TrendTide Graphic Tee,9,57,666.9,Pinellas Park
ORD767,CUST90,1/11/2024,Delivered,EcoEco Stainless Steel Water Bottle,18,86,2012.4,Peoria
ORD768,CUST48,6/9/2021,Shipped,PowerPulse Wireless Charging Pad,4,64,332.8,San Jose
ORD769,CUST97,6/9/2020,Delivered,ElectroGlow Tech Headphones,20,118,3068,Seattle
ORD770,CUST42,29-07-2024,Shipped,EcoElegance Bamboo Cutting Board,12,59,920.4,Sacramento
ORD771,CUST36,29-03-2020,Delivered,RusticRoots Farmhouse Wall Clock,25,119,3867.5,Cleveland
ORD772,CUST51,22-03-2021,Delivered,SportSprint Resistance Bands,0,65,0,Albany
ORD773,CUST64,22-08-2020,Delivered,GlowGlow Illuminating Body Oil,3,33,128.7,Salt Lake City
ORD774,CUST5,16-01-2020,Shipped,EcoEssence Solar Powered Lantern,21,37,1010.1,Springfield
ORD775,CUST100,24-09-2020,Delivered,CozyCurl Faux Fur Throw Blanket,14,15,273,Brooklyn
ORD776,CUST72,3/5/2020,Shipped,RusticCharm Wooden Wall Art,5,85,552.5,Corpus Christi
ORD777,CUST32,5/10/2020,Delivered,SportPro Agility Ladder,20,41,1066,San Francisco
ORD778,CUST71,23-02-2021,Cancelled,RusticRoots Farmhouse Wall Shelf,20,89,2314,El Paso
ORD779,CUST41,10/8/2020,Delivered,FitFlex Yoga Mat,16,97,2017.6,Orange
ORD780,CUST27,13-12-2021,Delivered,RusticRoots Farmhouse Wall Clock,13,81,1368.9,Saint Louis
ORD781,CUST2,28-04-2023,Delivered,PowerPulse Portable Charger,6,64,499.2,Cincinnati
ORD782,CUST62,17-01-2023,Shipped,GlowGlow Nourishing Hair Mask,6,31,241.8,Wilkes Barre
ORD783,CUST35,14-07-2023,Shipped,PowerPulse Fitness Tracker,16,55,1144,Young America
ORD784,CUST76,12/7/2022,Delivered,ChicCharm Midi Dress,24,50,1560,Fargo
ORD785,CUST21,7/6/2022,Shipped,GlowGlow Exfoliating Body Scrub,9,63,737.1,Wichita
ORD786,CUST4,13-05-2022,Pending,EcoElegance Bamboo Cutting Board,5,15,97.5,Odessa
ORD787,CUST63,8/10/2023,Delivered,EcoEco Reusable Shopping Bag,16,23,478.4,Charlotte
ORD788,CUST95,29-04-2021,Delivered,ModernMingle Geometric Throw Pillow,4,54,280.8,Cincinnati
ORD789,CUST91,9/3/2024,Delivered,CozyCurl Knit Throw Pillow,0,5,0,Merrifield
ORD790,CUST34,3/2/2021,Pending,GlowGlow Hydrating Face Mask,5,28,182,Richmond
ORD791,CUST44,30-12-2024,Shipped,FitFlex Resistance Bands Set,9,33,386.1,Baltimore
ORD792,CUST61,29-04-2022,Pending,PowerPulse Portable Power Bank,11,19,271.7,Lexington
ORD793,CUST7,20-10-2021,Delivered,SportSwift Running Shoes,16,90,1872,Apache Junction
ORD794,CUST78,12/12/2022,Pending,ElectroGlow Tech Headphones,18,39,912.6,Garden Grove
ORD795,CUST66,13-02-2024,Cancelled,SportSprint Resistance Bands,11,66,943.8,Charleston
ORD796,CUST11,15-11-2024,Shipped,RetroRevive Vintage Record Player,12,106,1653.6,Sacramento
ORD797,CUST86,19-06-2020,Shipped,TrendTide Distressed Jeans,18,32,748.8,Detroit
ORD798,CUST29,17-01-2023,Shipped,SmartSync Smart Home Hub,5,62,403,Columbus
ORD799,CUST16,26-12-2020,Delivered,GlowGlow Lip Plumping Gloss,9,79,924.3,Oklahoma City
ORD800,CUST54,26-11-2023,Cancelled,EcoEssence Solar Powered Lantern,8,107,1112.8,Tucson
ORD801,CUST50,25-07-2023,Cancelled,GlowGlam Radiant Face Serum,23,81,2421.9,Boston
ORD802,CUST5,27-03-2023,Shipped,ModernMingle Abstract Canvas Art,16,84,1747.2,Springfield
ORD803,CUST42,17-10-2023,Shipped,TechTrend Wireless Earbuds,13,106,1791.4,Sacramento
ORD804,CUST48,27-03-2021,Delivered,TrendTide Utility Jacket,23,69,2063.1,San Jose
ORD805,CUST20,29-08-2024,Delivered,CozyCurl Faux Fur Throw Blanket,20,23,598,New Orleans
ORD806,CUST94,23-01-2022,Delivered,SportSprint Speed Jump Rope,15,15,292.5,Saint Louis
ORD807,CUST72,23-06-2020,Delivered,SportSprint Speed Jump Rope,13,120,2028,Corpus Christi
ORD808,CUST96,14-06-2020,Shipped,TechTrend Smart Watch,10,53,689,Tacoma
ORD809,CUST28,14-02-2024,Pending,GlowGlow Exfoliating Body Scrub,6,39,304.2,Raleigh
ORD810,CUST70,15-12-2022,Delivered,EcoEco Reusable Shopping Bag,5,9,58.5,Nashville
ORD811,CUST73,21-03-2024,Shipped,CozyCurl Knit Throw Pillow,25,69,2242.5,Everett
ORD812,CUST98,15-04-2022,Delivered,UrbanVibe Industrial Floor Lamp,10,60,780,London
